title,genre_names,vote_average,vote_count,popularity
Criminal Lovers,"Horror, Thriller, Romance",6.6,28.0,2.569774
Anatomy of a Murder,"Crime, Drama, Mystery, Thriller",7.7,207.0,9.473772
Freejack,Science Fiction,5.0,91.0,10.272925
Greaser's Palace,"Western, Comedy",5.6,9.0,0.995824
H.O.T.S.,Comedy,5.1,9.0,0.585177
Knightriders,Drama,6.5,17.0,1.088614
Mackenna's Gold,"Adventure, Action, Western",6.4,44.0,4.137836
Sinbad and the Eye of the Tiger,"Action, Adventure, Family, Fantasy, Science Fiction",6.3,39.0,3.502655
Two Women,Drama,7.6,63.0,4.371898
What About Bob?,Comedy,6.7,265.0,11.787942
White Sands,"Action, Crime, Drama, Mystery, Thriller",5.5,30.0,3.181492
Breaker Morant,"Drama, History, War",7.2,37.0,6.313297
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,Comedy,6.6,218.0,5.378481
Interiors,Drama,6.7,92.0,4.515797
Love and Death,"History, Comedy",7.5,176.0,5.165666
The Official Story,"Drama, History",7.3,24.0,1.956906
The Other Side of Sunday,"Drama, Comedy, Foreign",5.0,1.0,0.275472
Pot o' Gold,"Music, Romance",7.3,3.0,0.941322
Tampopo,Comedy,7.9,57.0,4.459095
Thomas and the Magic Railroad,"Animation, Drama, Family, Science Fiction",4.8,10.0,1.046659
Nutty Professor II: The Klumps,"Fantasy, Comedy, Romance, Science Fiction",4.7,338.0,6.671316
The Girl on the Bridge,"Drama, Comedy, Romance",7.1,34.0,1.917227
Wonderland,Drama,6.9,8.0,1.433822
Autumn in New York,"Drama, Romance",5.7,144.0,7.420422
Coyote Ugly,"Comedy, Drama, Music, Romance",5.8,590.0,15.650836
Hollow Man,"Action, Science Fiction, Thriller",5.6,645.0,7.912103
Space Cowboys,"Action, Adventure, Thriller",6.3,407.0,7.45761
Better Living,Comedy,1.0,1.0,1.283178
Mad About Mambo,"Comedy, Romance, Foreign",4.6,7.0,4.51621
Psycho Beach Party,Comedy,6.0,26.0,3.898441
Saving Grace,"Crime, Comedy",6.3,115.0,5.13955
Black Sabbath,Horror,6.9,72.0,4.363259
The Brain That Wouldn't Die,"Horror, Science Fiction",4.4,34.0,2.131425
Bronco Billy,"Action, Comedy, Drama, Romance, Western",5.2,51.0,3.900543
The Crush,"Drama, Thriller",5.5,65.0,8.976337
Kelly's Heroes,"Adventure, Comedy, War",7.2,191.0,8.418662
Phantasm II,"Action, Horror, Science Fiction, Thriller",6.3,97.0,8.733192
Phantasm III: Lord of the Dead,"Horror, Action, Science Fiction",5.6,56.0,4.401721
Phantasm IV: Oblivion,"Horror, Science Fiction",4.9,48.0,7.590628
Pumpkinhead,"Fantasy, Horror",5.9,108.0,11.841506
Air America,"Action, Adventure, Comedy, Drama",5.3,146.0,10.274376
Sleepaway Camp,Horror,6.1,124.0,6.224311
Steel Magnolias,"Comedy, Drama, Romance",7.1,146.0,7.14561
...And God Created Woman,"Drama, Romance",6.2,43.0,3.28239
Easy Money,Comedy,6.6,34.0,7.963156
Ilsa: She Wolf of the SS,"Thriller, Horror, War",5.1,48.0,4.40553
Silent Fall,"Drama, Thriller, Mystery",5.2,12.0,3.034244
The Spiral Staircase,"Crime, Drama, Horror, Mystery, Thriller",6.6,46.0,7.719019
What Ever Happened to Aunt Alice?,"Crime, Drama, Horror, Mystery, Thriller",5.2,5.0,0.875307
Margaret Cho: I'm the One That I Want,Comedy,8.7,3.0,0.109302
The Tao of Steve,"Comedy, Romance",5.9,27.0,2.272983
The Tic Code,,1.0,1.0,0.938948
Aimee & Jaguar,"Drama, History, Romance",6.3,20.0,0.841272
An Affair of Love,"Romance, Drama",6.5,11.0,1.782247
The Autumn Heart,Drama,0.0,0.0,0.413413
Bless the Child,"Drama, Horror, Thriller, Crime",4.9,72.0,4.750291
Cecil B. Demented,"Thriller, Comedy, Crime",6.2,51.0,7.000983
The Eyes of Tammy Faye,"Documentary, Drama",7.0,1.0,0.054431
The Opportunists,"Comedy, Crime, Drama, Romance",5.5,2.0,0.168378
The Replacements,Comedy,6.2,207.0,13.450661
About Adam,"Comedy, Romance",5.4,37.0,2.100499
The Cell,"Horror, Science Fiction, Thriller",6.0,442.0,13.234894
Godzilla 2000,"Adventure, Horror, Action, Science Fiction",5.9,44.0,2.80298
The Original Kings of Comedy,Comedy,6.5,16.0,0.621406
Sunset Strip,,6.0,1.0,1.172956
All the Rage,Comedy,5.3,4.0,2.00173
The Naked Gun: From the Files of Police Squad!,"Comedy, Crime",7.1,1020.0,15.698222
The Naked Gun 2½: The Smell of Fear,"Comedy, Crime",6.6,556.0,9.794569
Our Town,"Drama, Romance",4.6,8.0,1.268804
Shane,"Drama, Western",7.3,143.0,6.63816
"Suddenly, Last Summer","Thriller, Drama, Mystery",7.0,47.0,7.007423
Cat Ballou,"Comedy, Western",6.5,57.0,5.45812
A Couch in New York,"Romance, Comedy",5.6,8.0,0.479296
The Devil Rides Out,Horror,6.7,50.0,3.974766
Jerry and Tom,"Action, Comedy, Drama, Crime",6.7,9.0,1.071015
Supergirl,"Adventure, Fantasy, Action, Science Fiction",4.7,108.0,11.932675
X: The Unknown,"Horror, Science Fiction, Mystery",5.8,24.0,7.530903
The Art of War,"Crime, Action, Adventure",5.6,136.0,9.800232
The Ballad of Ramblin' Jack,"Music, Documentary",0.0,0.0,0.00259
Phish: Bittersweet Motel,"Documentary, Music",6.0,3.0,0.158157
Bring It On,Comedy,5.8,574.0,6.402888
Catfish in Black Bean Sauce,"Drama, Comedy",0.0,0.0,0.003552
The Crew,"Action, Comedy",6.4,11.0,2.086952
Love & Sex,"Comedy, Drama, Romance",5.7,21.0,9.684941
Steal This Movie,Drama,6.2,11.0,1.391996
Went to Coney Island on a Mission from God... Be Back by Five,Drama,0.0,0.0,0.001652
Skipped Parts,"Comedy, Drama, Romance",6.5,21.0,1.975975
Highlander: Endgame,"Action, Fantasy, Science Fiction",4.4,107.0,11.430964
Backstage,,7.5,2.0,0.363422
Turn It Up,"Action, Crime, Drama",5.0,5.0,1.316179
Anatomy,"Horror, Thriller",6.1,61.0,5.566781
Nurse Betty,"Comedy, Crime, Thriller",5.9,113.0,6.335925
Alone,"Drama, Foreign",6.7,10.0,0.454971
The Watcher,"Mystery, Thriller",5.0,112.0,6.173059
The Way of the Gun,"Action, Crime, Drama, Thriller",6.4,106.0,6.03633
Almost Famous,"Drama, Music",7.4,807.0,9.086699
Bait,"Action, Thriller, Crime",6.1,48.0,3.155291
Circus,"Crime, Drama, Thriller",4.3,4.0,0.652784
Crime + Punishment in Suburbia,Drama,6.1,14.0,5.062928
Duets,"Comedy, Drama, Music",5.5,34.0,3.587042
Goya in Bordeaux,"Drama, War",5.5,8.0,1.300405
Urbania,"Romance, Drama",5.2,10.0,0.445233
Uninvited Guest,"Drama, Thriller",5.0,2.0,0.269126
The Specials,"Action, Comedy",5.5,11.0,5.46027
Under Suspicion,"Mystery, Thriller",6.4,104.0,11.839267
Prince of Central Park,,5.2,6.0,1.191371
Urban Legends: Final Cut,Horror,4.4,102.0,12.243528
Woman on Top,"Comedy, Drama, Romance",5.5,48.0,2.935127
Dancer in the Dark,"Drama, Crime, Music",7.7,392.0,10.684806
Best in Show,Comedy,6.7,168.0,6.256848
Beautiful,Comedy,5.8,13.0,2.788606
Barenaked in America,Documentary,1.0,1.0,0.092135
The Broken Hearts Club: A Romantic Comedy,"Comedy, Drama, Romance",6.3,26.0,1.795849
Girlfight,Drama,6.4,57.0,4.152211
Remember the Titans,Drama,7.4,835.0,6.587726
Hellraiser,Horror,6.9,464.0,10.81305
Hellbound: Hellraiser II,"Horror, Thriller",6.3,227.0,8.541732
Hellraiser III: Hell on Earth,"Horror, Thriller, War",5.3,160.0,6.546551
"Faraway, So Close!","Drama, Fantasy, Science Fiction",6.4,33.0,2.958988
Beach Party,"Comedy, Music",6.8,14.0,0.816475
Bikini Beach,"Comedy, Music, Romance",6.7,10.0,0.706082
Return of the Fly,"Drama, Horror, Science Fiction",5.7,33.0,4.804353
Pajama Party,"Comedy, Romance",6.3,7.0,0.297137
Stranger Than Paradise,"Comedy, Drama",7.4,112.0,11.33706
Voyage to the Bottom of the Sea,"Adventure, Drama, Science Fiction",5.4,35.0,3.013584
Fantastic Voyage,"Adventure, Science Fiction",6.7,108.0,12.53841
Abbott and Costello Meet Frankenstein,"Comedy, Horror",7.4,80.0,4.372409
The Bank Dick,Comedy,6.8,28.0,1.423358
Creature from the Black Lagoon,"Adventure, Horror, Science Fiction",6.7,152.0,7.390658
The Giant Gila Monster,"Horror, Science Fiction",4.2,12.0,1.847223
The Invisible Man,"Horror, Science Fiction",7.3,151.0,5.192905
The Killer Shrews,"Horror, Science Fiction",4.3,18.0,1.230246
Kronos,Science Fiction,5.8,8.0,0.935835
Phantom of the Opera,"Music, Horror, Romance",5.6,30.0,3.658396
Runaway,"Thriller, Crime, Science Fiction",5.0,42.0,2.537509
The Slumber Party Massacre,"Comedy, Horror",5.7,61.0,6.133484
Slumber Party Massacre II,"Horror, Comedy",5.0,30.0,1.718146
Slumber Party Massacre III,"Horror, Comedy",5.4,20.0,1.986075
Sorority House Massacre,Horror,4.7,22.0,1.872461
Sorority House Massacre II,"Comedy, Horror, Thriller",5.0,12.0,0.763373
Bamboozled,"Comedy, Drama",6.3,24.0,4.380258
Bootmen,"Comedy, Drama, Music",5.7,7.0,1.40065
Digimon: The Movie,"Fantasy, Animation, Science Fiction, Family",6.2,76.0,5.300501
Get Carter,"Action, Drama, Thriller, Crime",4.8,147.0,6.047757
Get Carter,"Crime, Thriller",6.9,122.0,7.505268
Meet the Parents,"Comedy, Romance",6.6,1743.0,14.178281
Requiem for a Dream,"Crime, Drama",7.9,2525.0,6.874828
Tigerland,"Drama, War",6.7,155.0,5.878885
Two Family House,"Drama, Romance",7.0,5.0,0.265689
The Contender,"Drama, Thriller",6.7,61.0,15.072042
Dr. T and the Women,"Comedy, Drama, Romance",4.6,70.0,6.761308
Just Looking,"Drama, Comedy",5.8,5.0,0.484849
The Ladies Man,Comedy,5.7,35.0,3.755409
Lost Souls,"Horror, Thriller",4.5,38.0,6.604577
Billy Jack,"Action, Adventure, Drama",6.5,18.0,2.157316
Billy Jack Goes to Washington,Drama,6.4,5.0,0.357885
The Time Machine,"Thriller, Adventure, Fantasy, Science Fiction, Romance",7.5,217.0,12.054356
Haunted,"Mystery, Horror",6.4,43.0,3.287359
Ghoulies,"Comedy, Horror, Fantasy",4.2,58.0,4.734765
Ghoulies II,"Comedy, Horror",4.4,34.0,3.606319
The Unsinkable Molly Brown,"Comedy, Music",5.7,13.0,5.139716
The Adventures of Ichabod and Mr. Toad,"Horror, Fantasy, Animation, Family",6.4,91.0,7.554977
The Strange Love of Martha Ivers,Drama,6.9,24.0,7.898057
Detour,"Crime, Drama",7.3,64.0,3.392467
Billy Elliot,"Drama, Comedy, Music",7.4,774.0,12.158424
Bedazzled,"Fantasy, Comedy, Romance",5.6,526.0,8.781588
Pay It Forward,"Drama, Romance",7.0,447.0,10.479723
The Beyond,Horror,6.6,121.0,7.471402
The Private Eyes,"Comedy, Crime, Thriller, Mystery, Horror",6.9,16.0,1.626485
The Legend of Drunken Master,"Action, Comedy",7.2,246.0,8.6807
Book of Shadows: Blair Witch 2,"Mystery, Thriller, Horror",4.3,216.0,4.792013
The Little Vampire,"Family, Horror",6.0,79.0,9.41834
Lucky Numbers,"Action, Adventure, Comedy, Crime, Romance, Thriller",4.9,53.0,3.385585
Stardom,"Comedy, Drama",6.4,5.0,1.641105
Charlie's Angels,"Action, Adventure, Comedy, Crime, Thriller",5.6,1253.0,9.774985
The Legend of Bagger Vance,"Fantasy, Drama",6.4,259.0,9.034884
Little Nicky,"Comedy, Fantasy, Romance",5.2,447.0,6.10979
Men of Honor,Drama,7.0,556.0,7.177649
Red Planet,"Thriller, Action, Science Fiction",5.4,271.0,8.534176
What's Cooking?,"Comedy, Drama",6.4,7.0,0.877264
You Can Count on Me,"Drama, Romance",6.8,89.0,6.505313
Diamonds Are Forever,"Adventure, Action, Thriller",6.3,562.0,12.00491
The Eagle Has Landed,"Adventure, Drama, Action, Thriller, War",6.4,77.0,10.982385
The 6th Day,Science Fiction,5.7,603.0,8.41311
Bounce,"Drama, Romance",5.5,120.0,13.349518
How the Grinch Stole Christmas,"Family, Comedy, Fantasy",6.2,1440.0,11.642462
One Day in September,Documentary,7.3,14.0,1.039367
Rugrats in Paris: The Movie,"Adventure, Animation, Comedy, Family",6.0,101.0,5.568359
102 Dalmatians,"Comedy, Family",5.1,327.0,7.668752
Malena,Drama,6.9,301.0,9.490512
Quills,Drama,6.8,129.0,5.387711
Unbreakable,"Science Fiction, Thriller, Drama",6.9,1994.0,14.67855
Boys Life 3,,6.7,3.0,0.300894
"Crouching Tiger, Hidden Dragon","Adventure, Drama, Action, Romance",7.2,949.0,19.944953
Dungeons & Dragons,"Action, Adventure, Fantasy, Science Fiction",3.9,159.0,4.884311
Proof of Life,"Action, Adventure, Drama, Romance, Thriller",6.1,211.0,9.508691
Vertical Limit,"Action, Adventure, Thriller",5.9,287.0,6.548229
The Bounty,"Action, Drama, History",6.5,109.0,7.492912
Code of Silence,"Action, Thriller, Crime, Drama",6.0,44.0,5.132151
"Planes, Trains and Automobiles",Comedy,7.1,567.0,9.420183
She's Having a Baby,"Comedy, Drama, Romance",5.5,51.0,7.255375
Secrets of the Heart,Drama,6.4,9.0,0.68827
The Living Daylights,"Action, Adventure, Thriller",6.2,447.0,12.189038
The Transformers: The Movie,Animation,7.1,134.0,6.759181
Wall Street,"Crime, Drama",7.0,557.0,11.672701
Born on the Fourth of July,"Drama, War",6.7,403.0,13.617646
Talk Radio,Drama,6.7,46.0,6.865513
Brewster's Millions,Comedy,6.5,144.0,6.526379
Snatch,"Thriller, Crime",7.7,2953.0,14.014025
Punchline,"Comedy, Drama",5.1,41.0,5.764399
Mr Accident,"Comedy, Foreign",5.3,2.0,0.881467
Chocolat,"Comedy, Drama, Romance",6.8,979.0,8.9256
"Dude, Where’s My Car?",Comedy,5.3,523.0,10.890236
The Emperor's New Groove,"Adventure, Animation, Comedy, Family, Fantasy",7.2,1544.0,12.297375
Pollock,"Drama, Romance",6.6,91.0,11.179864
What Women Want,"Comedy, Romance",6.1,1021.0,9.963079
Finding Forrester,Drama,7.0,305.0,10.536255
The Gift,"Horror, Drama, Thriller, Mystery",6.4,288.0,7.886926
Before Night Falls,Drama,6.6,65.0,3.933132
Cast Away,"Adventure, Drama",7.5,3304.0,21.296343
The Family Man,"Comedy, Drama, Romance, Fantasy",6.5,530.0,6.287072
The House of Mirth,"Drama, Romance",6.4,25.0,2.492547
Miss Congeniality,"Comedy, Crime, Action",6.1,987.0,9.510762
Nowhere to Hide,"Action, Comedy, Crime",6.8,15.0,1.375675
"O Brother, Where Art Thou?","Action, Adventure, Comedy",7.3,1144.0,12.434175
Songcatcher,"Drama, Music",5.6,9.0,6.468495
State and Main,"Comedy, Drama",6.5,55.0,2.864682
Dracula 2000,"Thriller, Horror",4.6,150.0,6.000716
All the Pretty Horses,"Drama, Romance, Western",5.8,61.0,7.345133
An Everlasting Piece,"Comedy, Crime",6.0,1.0,0.875246
Thirteen Days,"Drama, Thriller",6.9,192.0,10.204559
Traffic,"Thriller, Drama, Crime",6.9,573.0,8.338222
The Claim,"Drama, Romance, Western",5.6,17.0,1.417827
Shadow of the Vampire,"Drama, Horror",6.6,149.0,12.691457
House of Games,"Crime, Drama, Mystery, Thriller",7.0,83.0,5.524866
Kill Me Again,"Drama, Action, Thriller, Crime",5.7,21.0,2.713132
Annie,"Comedy, Drama, Family, Music",6.2,203.0,8.997507
Don't Tell Mom the Babysitter's Dead,"Comedy, Family",5.8,108.0,5.402262
An Officer and a Gentleman,"Drama, Romance",6.8,219.0,7.936216
The Alamo,"Action, Adventure, Drama, History, Western",6.5,63.0,4.73816
At Close Range,"Crime, Drama",6.7,67.0,10.092348
Breaker! Breaker!,"Action, Adventure, Crime, Thriller",4.7,20.0,2.637637
Breakheart Pass,"Thriller, Western, Mystery",6.7,35.0,8.419469
Friendly Persuasion,"Drama, War, Western",6.1,22.0,1.45833
Gettysburg,"War, Drama, History",6.6,91.0,6.588347
Imaginary Crimes,Drama,3.7,3.0,0.286402
Rancho Deluxe,"Action, Comedy, Western",5.5,7.0,1.211911
The St  Francisville Experiment,"Horror, Thriller",5.5,5.0,0.932625
Antitrust,"Action, Crime, Drama",5.8,156.0,8.142166
Double Take,"Adventure, Drama, Action, Comedy, Romance",5.5,24.0,3.067916
Save the Last Dance,"Drama, Family, Romance, Music",6.3,359.0,4.794088
Panic,"Comedy, Crime, Drama",6.8,27.0,7.554807
The Pledge,"Crime, Drama, Mystery, Thriller",6.6,221.0,12.806634
Kids World,,4.3,3.0,0.683109
The Personals,"Drama, Comedy, Romance, Foreign",7.5,2.0,0.447366
The Amati Girls,Drama,0.0,0.0,0.339692
Love Field,"Drama, Romance",5.4,16.0,8.107503
The Man in the Moon,"Drama, Family, Romance",7.1,56.0,8.799169
Mystic Pizza,"Comedy, Drama, Romance",6.0,127.0,6.854978
Prelude to a Kiss,"Drama, Comedy, Romance",5.4,31.0,4.582718
Coffy,"Thriller, Action, Adventure, Drama, Crime",7.2,58.0,3.029275
Foxy Brown,"Thriller, Action, Crime",6.4,51.0,8.094683
I'm Gonna Git You Sucka,"Action, Comedy",6.2,62.0,3.71926
Untamed Heart,"Comedy, Drama, Romance",6.5,49.0,3.704567
Sugar & Spice,"Crime, Comedy",5.7,60.0,7.715908
The Wedding Planner,Comedy,5.4,433.0,8.056016
Amy,"Comedy, Drama",6.9,7.0,3.099788
Dog Run,,0.0,0.0,0.001648
Faithless,"Drama, Romance",6.4,7.0,0.887037
The Invisible Circus,Drama,5.1,14.0,4.18281
The Legend of Rita,"Drama, Foreign",5.4,6.0,1.428565
A Monkey's Tale,"Adventure, Animation, Family",6.3,7.0,0.281748
Two Ninas,"Comedy, Romance",7.0,1.0,0.071497
"Harry, He's Here To Help",Comedy,6.7,47.0,2.042116
Amazing Grace and Chuck,Drama,6.3,5.0,0.382554
Amazon Women on the Moon,"Comedy, Science Fiction",6.0,37.0,2.646976
Baby Boom,"Comedy, Romance, Family",6.0,70.0,6.032248
Back to the Beach,"Comedy, Music",5.9,15.0,1.430702
Barfly,"Comedy, Drama, Romance",7.3,80.0,15.170192
Best Seller,"Action, Crime, Drama, Thriller",6.3,26.0,2.173823
Beverly Hills Cop II,"Action, Comedy, Crime",6.1,627.0,9.200336
Beverly Hills Cop,"Action, Comedy, Crime",6.8,985.0,8.503483
The Big Easy,"Drama, Action, Crime, Mystery",6.2,52.0,13.343046
Big Shots,"Action, Adventure, Comedy",7.0,3.0,0.306709
The Big Town,"Drama, Romance",5.9,9.0,4.23544
Born in East L.A.,Comedy,5.9,32.0,2.118964
The Brave Little Toaster,"Fantasy, Adventure, Animation, Comedy, Family, Music",6.8,94.0,6.649391
Can't Buy Me Love,"Drama, Comedy, Romance, Family",6.7,167.0,9.104462
Cherry 2000,Science Fiction,6.0,67.0,2.849779
Cop,"Crime, Drama, Mystery, Thriller",6.6,18.0,2.478231
Critical Condition,Comedy,6.2,17.0,2.451513
Cry Freedom,Drama,7.0,52.0,3.519881
Curse,Horror,3.0,1.0,0.003013
Dead of Winter,"Horror, Thriller, Crime, Mystery",6.4,20.0,0.096403
The Dead,Drama,6.5,34.0,1.543035
Death Before Dishonor,"Drama, Action",5.0,2.0,0.000603
Disorderlies,Comedy,4.4,12.0,1.416498
Dogs in Space,"Music, Drama",5.9,6.0,0.256896
Eddie Murphy Raw,Comedy,7.4,106.0,11.266569
Empire of the Sun,"Drama, History, War",7.3,491.0,10.220906
Ernest Goes to Camp,"Comedy, Family",5.5,40.0,5.712291
The Evil Dead,Horror,7.3,913.0,10.421679
Extreme Prejudice,"Action, Crime, Drama, Thriller, Western",5.7,20.0,6.407061
Family Viewing,Drama,5.7,6.0,1.131486
Five Corners,Drama,5.5,15.0,5.939428
Flowers in the Attic,"Drama, Horror, Mystery, Thriller",6.4,60.0,2.967729
The Fourth Protocol,"Action, Drama, Thriller",6.1,49.0,3.246823
Gardens of Stone,"Drama, History",5.5,25.0,2.787833
Julia and Julia,"Drama, Fantasy",6.0,5.0,0.756115
The Glass Menagerie,Drama,6.2,9.0,0.64701
"Good Morning, Babylon","Romance, Drama",5.8,5.0,1.077673
Hiding Out,"Action, Adventure, Comedy, Drama, Family, Thriller",5.2,14.0,2.026942
Hollywood Shuffle,Comedy,5.7,20.0,6.502861
Hope and Glory,"Drama, War",6.5,44.0,3.390491
Hot Pursuit,Comedy,6.1,21.0,6.816276
Housekeeping,"Comedy, Drama",5.5,11.0,0.773954
Hunk,"Fantasy, Comedy",7.0,2.0,1.832238
Innerspace,"Action, Comedy, Science Fiction",6.6,336.0,10.134408
Ironweed,Drama,6.4,30.0,2.601933
Ishtar,"Action, Adventure, Comedy",4.3,29.0,3.986985
Jaws: The Revenge,"Adventure, Thriller",3.5,227.0,9.327986
Leonard Part 6,"Action, Comedy",2.7,27.0,3.47537
Less Than Zero,"Drama, Crime, Romance",6.1,77.0,4.028679
Like Father Like Son,"Comedy, Fantasy",5.3,39.0,9.071509
The Lost Boys,"Horror, Comedy",6.8,545.0,9.099731
Made in Heaven,"Fantasy, Drama, Comedy, Romance",6.6,16.0,1.403116
Maid to Order,"Comedy, Fantasy",5.2,17.0,1.542276
Making Mr. Right,"Comedy, Romance",3.8,8.0,1.954131
Mannequin,"Fantasy, Comedy, Romance",5.5,130.0,8.525782
Masters of the Universe,"Action, Fantasy, Science Fiction, Adventure, Thriller",5.1,196.0,7.106954
Million Dollar Mystery,"Comedy, Thriller",4.5,1.0,0.005351
The Monster Squad,"Horror, Comedy, Action, Fantasy, Science Fiction",6.8,146.0,7.075534
A Month in the Country,"History, Drama",5.9,10.0,4.366662
Morgan Stewart's Coming Home,Comedy,4.9,8.0,0.393208
My Demon Lover,"Comedy, Fantasy, Horror, Romance",5.9,5.0,0.559319
No Man's Land,"Action, Drama, Thriller",6.1,28.0,2.406724
North Shore,"Action, Drama, Romance",5.2,13.0,1.047417
Head Over Heels,"Comedy, Romance",5.3,73.0,5.594987
Left Behind,"Drama, Fantasy, Science Fiction, Thriller",4.0,41.0,2.663191
Valentine,"Horror, Thriller",5.0,114.0,5.367306
In the Mood for Love,"Drama, Romance",7.8,379.0,8.703552
Fever,"Drama, Thriller",6.0,1.0,0.646853
The Million Dollar Hotel,"Drama, Thriller",5.9,76.0,4.938231
Nico and Dani,"Drama, Comedy, Romance",5.9,24.0,1.847061
Hannibal,"Crime, Drama, Thriller, Horror",6.4,1296.0,2.48875
Saving Silverman,"Comedy, Crime, Romance",5.4,155.0,8.526823
Signs & Wonders,"Drama, Foreign",5.0,1.0,0.064355
The Taste of Others,"Drama, Comedy, Romance",6.6,48.0,3.134181
Vatel,"History, Drama, Romance",6.0,32.0,2.516301
Down to Earth,"Fantasy, Comedy, Science Fiction, Romance",4.9,98.0,9.779294
Recess: School's Out,"Science Fiction, Animation, Comedy, Family",6.6,68.0,4.195694
Sweet November,"Drama, Romance",6.4,292.0,14.840318
Company Man,Comedy,5.3,9.0,1.261369
The Price of Milk,"Comedy, Drama, Foreign, Romance",6.0,9.0,0.971453
Monkeybone,"Adventure, Fantasy, Animation, Action, Comedy",4.2,79.0,8.893957
3000 Miles to Graceland,"Action, Adventure, Comedy, Thriller, Crime",5.8,181.0,4.76448
The Widow of Saint-Pierre,"Romance, Drama",6.7,11.0,1.4414
The Mexican,"Action, Comedy, Crime, Romance",5.8,453.0,9.958406
See Spot Run,"Action, Comedy, Family",4.8,44.0,10.47844
Carman: The Champion,"Drama, Action",3.2,3.0,0.42934
The Caveman's Valentine,"Drama, Mystery, Thriller",6.0,27.0,9.001823
"Me, You, Them","Comedy, Drama, Romance",6.5,14.0,1.075939
Series 7: The Contenders,"Action, Comedy, Thriller",6.3,16.0,1.63465
15 Minutes,"Action, Crime, Thriller",5.7,194.0,12.149946
Get Over It,"Comedy, Romance",5.5,76.0,7.867139
Blow Dry,"Comedy, Drama",5.8,39.0,3.553887
Hit and Runway,,0.0,0.0,0.413762
Long Night's Journey Into Day,Documentary,2.5,2.0,0.07455
Simon Magus,,10.0,1.0,0.313628
When Brendan Met Trudy,,0.0,0.0,0.00656
Avalon,Drama,6.0,19.0,1.949265
Gray's Anatomy,"Comedy, Drama",6.3,7.0,1.391296
Madadayo,Drama,7.4,21.0,2.012228
The Mirror Crack'd,"Crime, Thriller, Mystery",6.0,43.0,2.481504
Of Mice and Men,Drama,7.3,19.0,0.995919
Pixote,"Crime, Drama",8.4,24.0,2.112848
Reform School Girls,"Action, Comedy, Crime",6.4,10.0,1.71373
Tapeheads,"Comedy, Drama",5.4,17.0,1.693701
Tuff Turf,"Drama, Action, Romance",5.9,24.0,6.138911
The Unbelievable Truth,"Comedy, Drama, Romance",7.4,18.0,2.407454
The Bishop's Wife,"Comedy, Drama, Fantasy, Romance",6.9,49.0,4.645121
Elvis That's the Way It Is,"Music, Documentary",7.8,11.0,1.755621
The Fortune Cookie,"Romance, Comedy",7.0,46.0,3.626104
Lilies of the Field,"Comedy, Drama",6.7,29.0,1.114368
Hans Christian Andersen,"Music, Romance, Family",6.7,18.0,1.569565
The Greatest Story Ever Told,"Drama, History",6.5,41.0,3.961342
Elmer Gantry,Drama,7.3,41.0,6.409512
Alfie,"Comedy, Drama, Romance",6.5,65.0,7.409319
Demetrius and the Gladiators,"Action, Adventure, Drama, History",6.4,12.0,1.108485
The Fantasticks,"Comedy, Drama, Music, Romance, Science Fiction",6.6,8.0,0.995584
I Know Where I'm Going!,"Drama, Romance",6.7,23.0,1.50485
The Abominable Dr. Phibes,"Comedy, Horror",6.9,79.0,9.468736
"Die, Monster, Die!","Drama, Horror, Thriller, Science Fiction, Foreign",6.5,16.0,2.274081
Real Life,Comedy,6.1,13.0,4.768672
Battle Beyond the Stars,Science Fiction,5.9,42.0,2.921405
Death Warrant,"Action, Crime, Drama, Mystery, Thriller",5.4,117.0,13.90542
Double Impact,"Thriller, Action, Crime, Drama",5.3,219.0,6.600651
The End,Comedy,5.7,15.0,4.510919
Fuzz,"Comedy, Crime, Drama",6.2,6.0,1.707715
Harley Davidson and the Marlboro Man,"Action, Thriller",6.1,86.0,7.338188
Losin' It,Comedy,4.5,31.0,3.132019
Mermaids,"Comedy, Drama, Romance",6.5,124.0,5.55237
The Mighty Quinn,"Action, Comedy, Mystery, Thriller",5.8,25.0,2.326119
Unmade Beds,Comedy,5.0,1.0,0.037594
Rated X,Drama,5.2,20.0,5.792724
Manhunter,"Crime, Horror, Thriller",6.8,340.0,0.338943
Reversal of Fortune,Drama,6.6,59.0,7.929751
Death on the Nile,Mystery,6.7,121.0,11.162277
DeepStar Six,"Action, Horror, Thriller, Science Fiction",5.0,56.0,3.842769
Revenge of the Nerds,Comedy,6.6,204.0,5.780761
Revenge of the Nerds II: Nerds in Paradise,Comedy,5.5,71.0,10.54375
Longtime Companion,Drama,7.2,16.0,0.89738
4 Little Girls,Documentary,6.7,12.0,0.639411
River's Edge,"Crime, Drama",6.7,59.0,4.482439
Girls Just Want to Have Fun,"Comedy, Family, Music, Romance",6.5,40.0,3.753097
The Longest Yard,"Crime, Comedy, Drama",6.4,71.0,9.460843
Necessary Roughness,Comedy,5.5,28.0,9.626033
C.H.U.D.,"Horror, Science Fiction",5.3,62.0,4.412794
Enemy at the Gates,War,7.2,1023.0,10.704813
Exit Wounds,"Action, Crime, Thriller",5.3,111.0,12.280827
The Dish,"History, Comedy, Drama",6.6,62.0,6.263988
Memento,"Mystery, Thriller",8.1,4168.0,15.450789
The Brothers,"Comedy, Drama, Romance",6.8,11.0,5.028944
